,Date,Tweet,User,Location,tweet,time,weekday,Hour,Minute,translated_tweet,tweet_without_stopwords
1202,2022-02-14,b'@trnlbr sge vebs',b'Seseiyy',b'', sge vebs,2022-02-14 13:14:45+00:00,0,13,14,sge webs,sge webs
1203,2022-02-14,"b'@BennyHeinrich @HallerSeb @Ajax Schwer zu vergleichen, da Holz und Tony l\xc3\xa4nger bei der SGE gespielt haben und f\xc3\xbcr i\xe2\x80\xa6 https://t.co/fX00WRTqFz'",b'Juergens_Welt',b'Im Herzen von Europa',"   Schwer zu vergleichen, da Holz und Tony länger bei der SGE gespielt haben und für i… ",2022-02-14 13:14:38+00:00,0,13,14,Difficult to compare as Holz and Tony played longer at SGE and for i...,Difficult compare Holz Tony played longer SGE i...
1204,2022-02-14,"b'@sge_paul @Niklas12543 Warte mal.. hast du gerade gesagt, dass du LGBTQ Barbecue+ nicht unterst\xc3\xbctzt..???? Ganz ehrl\xe2\x80\xa6 https://t.co/u08NoYifGF'",b'Lukas_hffmnn',b'Mecklenburg-Vorpommern',"  Warte mal.. hast du gerade gesagt, dass du LGBTQ Barbecue+ nicht unterstützt..???? Ganz ehrl… ",2022-02-14 13:14:38+00:00,0,13,14,Wait.. did you just say you don't support LGBTQ Barbecue+..???? Honestly...,Wait.. say support LGBTQ Barbecue+..???? Honestly...
1205,2022-02-14,b'Kevin Trapp hat es best\xc3\xa4tigt \xf0\x9f\xa4\xa9 der achtj\xc3\xa4hrige Ben aus #A\xc3\x9flar wird mit ihm ein #Torwarttraining machen. Die\xe2\x80\xa6 https://t.co/FqyPbFpPNo',b'FFHde',b'Hessen',Kevin Trapp hat es bestätigt 🤩 der achtjährige Ben aus Aßlar wird mit ihm ein Torwarttraining machen. Die… ,2022-02-14 13:14:12+00:00,0,13,14,Kevin Trapp confirmed it 🤩 the eight-year-old Ben from Asslar will do goalkeeper training with him. The…,Kevin Trapp confirmed 🤩 eight-year-old Ben Asslar goalkeeper training him. The…
1206,2022-02-14,b'Und jetzt alle! #SGE #WECHSELGESANG https://t.co/w4jnBUF4KU',b'for_takeaway',b'Hessen',Und jetzt alle! SGE WECHSELGESANG ,2022-02-14 13:11:47+00:00,0,13,11,And now all! SBU SONG,And all! SBU SONG
1207,2022-02-14,b'Sjoeke N\xc3\xbcsken muss ihre Teilnahme beim @ArnoldClarkCup mit den @DFB_Frauen aufgrund eines positiven COVID19-Befunde\xe2\x80\xa6 https://t.co/MhFCW3jLST',b'EintrachtFrauen',b'',Sjoeke Nüsken muss ihre Teilnahme beim  mit den  aufgrund eines positiven COVID19-Befunde… ,2022-02-14 13:11:08+00:00,0,13,11,Sjoeke Nüsken has to cancel her participation in the event with the positive COVID19…,Sjoeke Nüsken cancel participation event positive COVID19…
1208,2022-02-14,"b'Der beste St\xc3\xbcrmer, den die #SGE je hatte? Was sagen die #H\xc3\xb6lzenbein- und #Yeboah-Kenner unter euch?\n@HallerSeb @ajax https://t.co/7emRGdDstK'",b'BennyHeinrich',"b'Frankfurt am Main, Deutschland'","Der beste Stürmer, den die SGE je hatte? Was sagen die Hölzenbein- und Yeboah-Kenner unter euch?
  ",2022-02-14 13:07:30+00:00,0,13,7,The best striker SGE has ever had? What do the Hölzenbein and Yeboah connoisseurs among you say?,The best striker SGE ever had? What Hölzenbein Yeboah connoisseurs among say?
1209,2022-02-14,b'@BeheritOf @PokemonGOdeu \xf0\x9f\x98\x8a Das gilt nat\xc3\xbcrlich ebenso f\xc3\xbcr @BeheritOf https://t.co/HKX7WhEvw1',b'SGE_okriMH',b'NRW',  😊 Das gilt natürlich ebenso für  ,2022-02-14 13:06:47+00:00,0,13,6,"😊 Of course, this also applies to","😊 Of course, also applies"
1210,2022-02-14,"b'@blabla97089328 @SGEAston Ich hoffe, dass #UF97 merkt, dass sie, sofern sie weiter am Thema ""Alle oder Keiner, nur\xe2\x80\xa6 https://t.co/8t4afZRdfw'",b'dirkmschmidt',"b'Frankfurt am Main, Deutschland'","  Ich hoffe, dass UF97 merkt, dass sie, sofern sie weiter am Thema ""Alle oder Keiner, nur… ",2022-02-14 13:06:34+00:00,0,13,6,"I hope UF97 realizes that if they continue on the ""all or none, just...","I hope UF97 realizes continue ""all none, just..."
1211,2022-02-14,b'@CMoffiziell Das ist doch nicht denen ihr Ernst?! Also sorry jeder hat mal so Phasen. #Hinti geh\xc3\xb6rt zur #SGE',b'The_real_KevK',b'', Das ist doch nicht denen ihr Ernst?! Also sorry jeder hat mal so Phasen. Hinti gehört zur SGE,2022-02-14 13:04:31+00:00,0,13,4,"You're not serious about that, are you?! So sorry everyone has phases like this. Hinti belongs to the SBU","You're serious that, you?! So sorry everyone phases like this. Hinti belongs SBU"
1212,2022-02-14,b'@Niklas12543 Hab noch ungef\xc3\xa4hr 20 davon',b'sge_paul',b'069', Hab noch ungefähr 20 davon,2022-02-14 13:04:30+00:00,0,13,4,Got about 20 of these left,Got 20 left
1213,2022-02-14,"b'@sge_paul Juuuunge schau auf mein private, hab genau den gebracht\xf0\x9f\x98\xad'",b'Niklas12543',b'069'," Juuuunge schau auf mein private, hab genau den gebracht😭",2022-02-14 13:04:08+00:00,0,13,4,"Juuunge look at my private, I brought that one😭","Juuunge look private, I brought one😭"
1214,2022-02-14,b'Erik #Durm ist bei der #SGE trotz Vertrages bis 2023 nicht mehr gefragt. Die Signale des Klubs zuletzt waren deutli\xe2\x80\xa6 https://t.co/PnyiSjRbMC',b'BennyHeinrich',"b'Frankfurt am Main, Deutschland'",Erik Durm ist bei der SGE trotz Vertrages bis 2023 nicht mehr gefragt. Die Signale des Klubs zuletzt waren deutli… ,2022-02-14 13:01:37+00:00,0,13,1,"Despite the contract until 2023, Erik Durm is no longer in demand at SGE. The signals from the club recently were clear…","Despite contract 2023, Erik Durm longer demand SGE. The signals club recently clear…"
1215,2022-02-14,"b'@Netti_SGE @ALMevTeam Es muss sie selber treffen. Sie und ihre Familien. So hart wie es klingt, aber anders wird das nichts mehr...'",b'cpt___Blaubaer',b'Deutschland',"  Es muss sie selber treffen. Sie und ihre Familien. So hart wie es klingt, aber anders wird das nichts mehr...",2022-02-14 13:01:16+00:00,0,13,1,"It has to happen to her. you and your families. As hard as it sounds, but it won't be any different...","It happen her. families. As hard sounds, different..."
1216,2022-02-14,b'@sge_94 @MarkusKroesche Ja stimmt auch wieder',b'Ace_010Backup',b'',  Ja stimmt auch wieder,2022-02-14 13:00:19+00:00,0,13,0,"Yes, that's right again","Yes, that's right"
1217,2022-02-14,b'Da ist bei der Eintracht noch gewaltig Luft nach oben. @FUSSBALL2000 @CMoffiziell #sge #eintracht https://t.co/ysQRbAwefl',b'happy_appel',b'fulda',Da ist bei der Eintracht noch gewaltig Luft nach oben.   sge eintracht ,2022-02-14 12:59:59+00:00,0,12,59,There is still a lot of room for improvement at Eintracht. say unity,There still lot room improvement Eintracht. say unity
1218,2022-02-14,"b'2/ Hintergrund: Sie sollte einen B\xc3\xbcrgertest vorlegen, weil er mit ihr in Quarant\xc3\xa4ne war, da sie Covid hatte. \nHab i\xe2\x80\xa6 https://t.co/cXoAotYr3s'",b'SGE_Melli',b'im sch\xc3\xb6nen Taunus ',"2/ Hintergrund: Sie sollte einen Bürgertest vorlegen, weil er mit ihr in Quarantäne war, da sie Covid hatte. 
Hab i… ",2022-02-14 12:54:18+00:00,0,12,54,"2/ Background: She was supposed to provide a citizen test because he was in quarantine with her as she had Covid.
Did I...",2/ Background: She supposed provide citizen test quarantine Covid. Did I...
1219,2022-02-14,"b'1/ Ich bin heute von einer Impfgegnerin angeschrien worden, dass Tests und das alles die Psyche der Kinder kaputt m\xe2\x80\xa6 https://t.co/tMoposlKu3'",b'SGE_Melli',b'im sch\xc3\xb6nen Taunus ',"1/ Ich bin heute von einer Impfgegnerin angeschrien worden, dass Tests und das alles die Psyche der Kinder kaputt m… ",2022-02-14 12:54:18+00:00,0,12,54,1/ I was yelled at today by an opponent of vaccination that tests and all that would destroy the psyche of the children...,1/ I yelled today opponent vaccination tests would destroy psyche children...
1220,2022-02-14,b'Eintracht Frankfurt International\n\n#SGE https://t.co/zA4k49LOOW',b'JohnBalluff',b'Im Herzen von Europa',"Eintracht Frankfurt International

SGE ",2022-02-14 12:53:57+00:00,0,12,53,"Eintracht Frankfurt International

SGE",Eintracht Frankfurt International SGE
1221,2022-02-14,"b'@ffmgezwitscher @HansThalhoffer Mal Sommer abwarten, inwiefern diese Vorgaben noch Bestand haben. Diese ""Vorgaben""\xe2\x80\xa6 https://t.co/4VkqjYEIXi'",b'SGE_Unknown',b'',"  Mal Sommer abwarten, inwiefern diese Vorgaben noch Bestand haben. Diese ""Vorgaben""… ",2022-02-14 12:51:39+00:00,0,12,51,"Let's wait and see to what extent these specifications still apply. These ""specifications""...","Let's wait see extent specifications still apply. These ""specifications""..."
1222,2022-02-14,b'@Netti_SGE Danke! \xf0\x9f\x98\x98\xf0\x9f\x92\x9a',b'mrsyounghunny',"b'Frankfurt am Main, Deutschland'", Danke! 😘💚,2022-02-14 12:50:26+00:00,0,12,50,Thanks! 😘💚,Thanks! 😘💚
1223,2022-02-14,b'@_Yeeklas @Tomunism_ Unterst\xc3\xbctz mich halt?',b'sge_paul',b'069',  Unterstütz mich halt?,2022-02-14 12:46:10+00:00,0,12,46,just support me,support
1224,2022-02-14,b'@leonsge_ @Tomunism_ Halt die Fresse',b'sge_paul',b'069',  Halt die Fresse,2022-02-14 12:45:56+00:00,0,12,45,ZIP your lips,ZIP lips
1225,2022-02-14,b'@sge_paul @Tomunism_ Nein. Das ist Kanye West',b'leonsge_',b'',  Nein. Das ist Kanye West,2022-02-14 12:45:40+00:00,0,12,45,No. This is Kanye West,No. This Kanye West
1226,2022-02-14,b'@Tomunism_ Das ist halt einfach Diebstahl',b'sge_paul',b'069', Das ist halt einfach Diebstahl,2022-02-14 12:44:55+00:00,0,12,44,That's just theft,That's theft
1227,2022-02-14,b'@BWTAlpineF1Team @leonsge_ @Tomunism_ @leonsge_privat Richtig',b'sge_paul',b'069',    Richtig,2022-02-14 12:41:52+00:00,0,12,41,Correct,Correct
1228,2022-02-14,b'@sge_paul @leonsge_privat @BWTAlpineF1Team Klassenverr\xc3\xa4ter',b'Tomunism_',"b'Frankfurt am Main, Deutschland'",   Klassenverräter,2022-02-14 12:39:55+00:00,0,12,39,class traitor,class traitor
1229,2022-02-14,b'@sge_paul @leonsge_privat @BWTAlpineF1Team Der gewinnt',b'leonsge_',b'',   Der gewinnt,2022-02-14 12:39:39+00:00,0,12,39,He wins,He wins
1230,2022-02-14,b'@leonsge_privat @BWTAlpineF1Team Wer Warkt',b'sge_paul',b'069',  Wer Warkt,2022-02-14 12:39:20+00:00,0,12,39,Who Warkt,Who Warkt
1231,2022-02-14,b'@leonsge_ @BWTAlpineF1Team @SGE_Lukas Benny ist ein king. Vereinigt gegen die homosexualit\xc3\xa4t!!!!!!',b'Niklas12543',b'069',   Benny ist ein king. Vereinigt gegen die homosexualität!!!!!!,2022-02-14 12:36:01+00:00,0,12,36,Benny is a king. United against homosexuality!!!!!,Benny king. United homosexuality!!!!!
1232,2022-02-14,b'@BWTAlpineF1Team @Niklas12543 @SGE_Lukas Zusammen mit Benny',b'leonsge_',b'',   Zusammen mit Benny,2022-02-14 12:35:09+00:00,0,12,35,Together with Benny,Together Benny
1233,2022-02-14,b'@Niklas12543 @BWTAlpineF1Team @SGE_Lukas Ja hoffentlich',b'leonsge_',b'',   Ja hoffentlich,2022-02-14 12:31:27+00:00,0,12,31,Yes hopefully,Yes hopefully
1234,2022-02-14,b'@BWTAlpineF1Team @SGE_Lukas Du meist es halt wahrscheinlich rr ernst\xf0\x9f\x98\xad',b'Niklas12543',b'069',  Du meist es halt wahrscheinlich rr ernst😭,2022-02-14 12:31:08+00:00,0,12,31,You probably take it seriously😭,You probably take seriously😭
1235,2022-02-14,b'Der Blick unseres Cheftrainers geht nach dem gestrigen Sieg direkt nach vorne \xf0\x9f\x94\x9c\xf0\x9f\x91\x80\n\n#SGE #EintrachtFrauen #DieLiga\xe2\x80\xa6 https://t.co/9UuinMjDFD',b'EintrachtFrauen',b'',"Der Blick unseres Cheftrainers geht nach dem gestrigen Sieg direkt nach vorne 🔜👀

SGE EintrachtFrauen DieLiga… ",2022-02-14 12:29:28+00:00,0,12,29,"Our head coach's gaze goes straight ahead after yesterday's victory 🔜👀

SBU EintrachtFrauen DieLiga…",Our head coach's gaze goes straight ahead yesterday's victory 🔜👀 SBU EintrachtFrauen DieLiga…
1236,2022-02-14,b'@SGE_Lukas Neee ich.',b'Niklas12543',b'069', Neee ich.,2022-02-14 12:27:58+00:00,0,12,27,no me,
1237,2022-02-14,b'@SGE_Lukas Mache tweet daraus',b'Niklas12543',b'069', Mache tweet daraus,2022-02-14 12:24:59+00:00,0,12,24,Make tweets out of it,Make tweets
1238,2022-02-14,b'@SGE_Lukas Nimm an. Der ist korrekter als du',b'Niklas12543',b'069', Nimm an. Der ist korrekter als du,2022-02-14 12:17:59+00:00,0,12,17,Accept. He's more correct than you,Accept. He's correct
1239,2022-02-14,b'Unterzeichnet hier Jan Aage Fj\xc3\xb6rtoft seinen neuen Spielervertrag bei der #SGE ? \nhttps://t.co/LGnVAqgkRq',b'dirkmschmidt',"b'Frankfurt am Main, Deutschland'","Unterzeichnet hier Jan Aage Fjörtoft seinen neuen Spielervertrag bei der SGE ? 
",2022-02-14 12:02:22+00:00,0,12,2,Is Jan Aage Fjörtoft signing his new player contract with SGE here?,Is Jan Aage Fjörtoft signing new player contract SGE here?
1240,2022-02-14,b'@chrisffm84 @EF_Museum Komm wir bestellen einfach online hier!',b'SGE_Gonzo',b'Franconofurd und Umgebung',  Komm wir bestellen einfach online hier!,2022-02-14 11:56:29+00:00,0,11,56,Let's just order online here!,Let's order online here!
1241,2022-02-14,b'Vereine d\xc3\xbcrfen auf mehr Fans im Stadion hoffen\n#sge #hr3ticker https://t.co/IswEPWmbYf',b'sge_bot',b'',"Vereine dürfen auf mehr Fans im Stadion hoffen
sge hr3ticker ",2022-02-14 11:54:07+00:00,0,11,54,"Clubs can hope for more fans in the stadium
sge hr3 ticker",Clubs hope fans stadium sge hr3 ticker
1242,2022-02-14,b'Laut calciomercato haben wir Sow ein Vertransangebot vorgelegt - wei\xc3\x9f da jemand mehr? Oder sind die Kollegen in Ita\xe2\x80\xa6 https://t.co/XylXHRshFH',b'Kosticinho10',b'',Laut calciomercato haben wir Sow ein Vertransangebot vorgelegt - weiß da jemand mehr? Oder sind die Kollegen in Ita… ,2022-02-14 11:52:24+00:00,0,11,52,"According to calciomercato, we have submitted a transfer offer to Sow - does anyone know more? Or are the colleagues in Ita…","According calciomercato, submitted transfer offer Sow - anyone know more? Or colleagues Ita…"
1243,2022-02-14,b'@Ace_010Backup @MarkusKroesche Abgesehen davon l\xc3\xa4sst Glasner eh keinen 17. j\xc3\xa4hrigen ran\xe2\x80\xa6',b'sge_94',b'',  Abgesehen davon lässt Glasner eh keinen 17. jährigen ran…,2022-02-14 11:50:18+00:00,0,11,50,"Apart from that, Glasner won't let a 17-year-old do it anyway...","Apart that, Glasner let 17-year-old anyway..."
1244,2022-02-14,"b'Mit spektakul\xc3\xa4ren Bochumern, \xc3\xbcberragenden Gladbachern und k\xc3\xa4mpfenden Wolfsburgern \xf0\x9f\x92\xaa\n\n#Unibet #Borussia\xe2\x80\xa6 https://t.co/uRTD1y1nbW'",b'Unibet_DE',b'Deutschland',"Mit spektakulären Bochumern, überragenden Gladbachern und kämpfenden Wolfsburgern 💪

Unibet Borussia… ",2022-02-14 11:47:50+00:00,0,11,47,"With spectacular Bochumers, outstanding Gladbachers and fighting Wolfsburg 💪

Unibet Borussia…","With spectacular Bochumers, outstanding Gladbachers fighting Wolfsburg 💪 Unibet Borussia…"
1245,2022-02-14,b'@Stendsac Muss mir wohl nochmal die FAQs durchlesen.',b'alex_sge',"b'Frankfurt am Main, Hessen'", Muss mir wohl nochmal die FAQs durchlesen.,2022-02-14 11:47:07+00:00,0,11,47,I guess I need to read the FAQs again.,I guess I need read FAQs again.
1246,2022-02-14,b'@alex_sge Wir haben da glaub ich irgendwas falsch verstanden am Fan-Sein.',b'Stendsac',"b'Hessen, Deutschland'", Wir haben da glaub ich irgendwas falsch verstanden am Fan-Sein.,2022-02-14 11:43:55+00:00,0,11,43,I think we misunderstood something about being a fan.,I think misunderstood something fan.
1247,2022-02-14,"b'@HansThalhoffer @FUSSBALL2000 @basti_red Und das hei\xc3\x9ft f\xc3\xbcr mich, die aktuelle arbeit von Kr\xc3\xb6sche ist maximal eine Note Ausreichend'",b'sge_94',b'',"   Und das heißt für mich, die aktuelle arbeit von Krösche ist maximal eine Note Ausreichend",2022-02-14 11:42:18+00:00,0,11,42,And that means for me that the current work by Krösche is a maximum of one grade sufficient,And means current work Krösche maximum one grade sufficient
1248,2022-02-14,"b'@Stendsac Wusste gar nicht, dass man eine Ausw\xc3\xa4rtsfahrt abh\xc3\xa4ngig vom Gegner macht. Ich dachte immer, das macht man\xe2\x80\xa6 https://t.co/zUmJeXnc5D'",b'alex_sge',"b'Frankfurt am Main, Hessen'"," Wusste gar nicht, dass man eine Auswärtsfahrt abhängig vom Gegner macht. Ich dachte immer, das macht man… ",2022-02-14 11:40:56+00:00,0,11,40,Didn't even know that an away trip depends on the opponent. I always thought that's what you do...,Didn't even know away trip depends opponent. I always thought that's do...
1249,2022-02-14,"b'Ich pr\xc3\xa4sentiere: Das D\xc3\xbcmmste, was ihr heute lesen werdet.\n\n#SGE #Eintracht https://t.co/CnBsJtCz7Y'",b'Stendsac',"b'Hessen, Deutschland'","Ich präsentiere: Das Dümmste, was ihr heute lesen werdet.

SGE Eintracht ",2022-02-14 11:36:38+00:00,0,11,36,"I present: The Stupidest Thing You're Gonna Read Today.

SBU unity",I present: The Stupidest Thing You're Gonna Read Today. SBU unity
1250,2022-02-14,b'Eintracht-Publikumsliebling im Formtief: Was ist mit Martin Hinteregger los?\n#sge #hr3 https://t.co/17qCqBOPgi',b'sge_bot',b'',"Eintracht-Publikumsliebling im Formtief: Was ist mit Martin Hinteregger los?
sge hr3 ",2022-02-14 11:36:09+00:00,0,11,36,"Eintracht crowd favorite in low form: what's going on with Martin Hinteregger?
see hr3",Eintracht crowd favorite low form: what's going Martin Hinteregger? see hr3
1251,2022-02-14,b'@vwikigai Sge balewie',b'anakngveewise',b'ch1k4doLLz\xf0\x9f\x92\xa9', Sge balewie,2022-02-14 11:36:07+00:00,0,11,36,Sge balewie,Sge balewie
1252,2022-02-14,b'@alex_sge @SGEAston Das h\xc3\xa4tte allerdings zun\xc3\xa4chst nur Auswirkungen auf NRW. Und K\xc3\xb6ln verlangt Zuschauerzahlen im Be\xe2\x80\xa6 https://t.co/LZKuxb1DFP',b'frederics',"b'Eschborn, Germany'",  Das hätte allerdings zunächst nur Auswirkungen auf NRW. Und Köln verlangt Zuschauerzahlen im Be… ,2022-02-14 11:31:52+00:00,0,11,31,"However, this would initially only affect NRW. And Cologne requires audience numbers in the be...","However, would initially affect NRW. And Cologne requires audience numbers be..."
1253,2022-02-14,"b'@beeblebrox_SGE ""Uwe Bein P\xc3\xa4sse"" sind extrem schwer zu verteidigen, wenn sie aus dem R\xc3\xbccken der zur\xc3\xbccklaufenden Ver\xe2\x80\xa6 https://t.co/YyQijZSsBt'",b'HansThalhoffer',b'Frankfurt am Main'," ""Uwe Bein Pässe"" sind extrem schwer zu verteidigen, wenn sie aus dem Rücken der zurücklaufenden Ver… ",2022-02-14 11:22:11+00:00,0,11,22,"""Uwe Bein Passes"" are extremely difficult to defend when they come out from behind the rebounding ver...","""Uwe Bein Passes"" extremely difficult defend come behind rebounding ver..."
1254,2022-02-14,b'@beeblebrox_SGE Hohe Flanken werden per Kopf verteidigt und sind bei gutem Druck der Offensive schwer zu kontrollie\xe2\x80\xa6 https://t.co/gbftWlFRgm',b'HansThalhoffer',b'Frankfurt am Main', Hohe Flanken werden per Kopf verteidigt und sind bei gutem Druck der Offensive schwer zu kontrollie… ,2022-02-14 11:19:19+00:00,0,11,19,High crosses are defended with the head and are difficult to control with good offensive pressure.,High crosses defended head difficult control good offensive pressure.
1255,2022-02-14,b'\xe2\x93\x89\xe2\x93\x84\xe2\x93\x85 \xe2\x91\xa2\xe2\x91\xa1\n\n@AymaneSGE hat auch beim EU-East-Qualifier #2 wieder eine starke Leistung abgeliefert. \xf0\x9f\x91\x8f Somit konnte er si\xe2\x80\xa6 https://t.co/PcPjvTiEgN',b'Eintrachtesport',"b'Frankfurt am Main, Deutschland'","ⓉⓄⓅ ③②

 hat auch beim EU-East-Qualifier 2 wieder eine starke Leistung abgeliefert. 👏 Somit konnte er si… ",2022-02-14 11:18:40+00:00,0,11,18,"ⓉⓄⓅ ③②

 delivered a strong performance again at the EU-East-Qualifier 2. 👏 So he was able to...",ⓉⓄⓅ ③② delivered strong performance EU-East-Qualifier 2. 👏 So able to...
1256,2022-02-14,b'@HansThalhoffer Sind hohe Flanken nicht leichter zu verteidigen? \nIch bin absoluter Fan von tollen Kombinationen in\xe2\x80\xa6 https://t.co/jmoRBMRR1h',b'beeblebrox_SGE',b''," Sind hohe Flanken nicht leichter zu verteidigen? 
Ich bin absoluter Fan von tollen Kombinationen in… ",2022-02-14 11:16:21+00:00,0,11,16,"Aren't high flanks easier to defend?
I am an absolute fan of great combinations in…",Aren't high flanks easier defend? I absolute fan great combinations in…
1257,2022-02-14,b'@PokemonGOdeu Lieblingsmensch @SGE_okriMH',b'BeheritOf',b'', Lieblingsmensch ,2022-02-14 11:14:17+00:00,0,11,14,Favourite person,Favourite person
1258,2022-02-14,b'@HansThalhoffer Davon kommt Salman hoffentlich gut zur\xc3\xbcck und hat sich so verbessert wie \xe2\x80\x9edamals\xe2\x80\x9c Kamada',b'beeblebrox_SGE',b'', Davon kommt Salman hoffentlich gut zurück und hat sich so verbessert wie „damals“ Kamada,2022-02-14 11:13:04+00:00,0,11,13,Hopefully Salman will bounce back from that and has improved like Kamada did “back then”.,Hopefully Salman bounce back improved like Kamada “back then”.
1259,2022-02-14,b'@Attila06529891 @HansThalhoffer Kostic k\xc3\xb6nnte das imho auch.',b'beeblebrox_SGE',b'',  Kostic könnte das imho auch.,2022-02-14 11:11:17+00:00,0,11,11,"Kostic could do that too, imho.","Kostic could too, imho."
1260,2022-02-14,b'@SGE_Lukas Bin bei der vierten Tonne immer dezent \xc3\xbcberfordert',b'_leon_1964_',"b'Sachsen, Deutschland'", Bin bei der vierten Tonne immer dezent überfordert,2022-02-14 11:10:24+00:00,0,11,10,I'm always subtly overwhelmed with the fourth ton,I'm always subtly overwhelmed fourth ton
1261,2022-02-14,"b'@SGE_Unknown @HansThalhoffer MK hat klare Vorgaben, welchen Transfer\xc3\xbcberschuss er erzielen muss. Er ist jetzt schon\xe2\x80\xa6 https://t.co/3R0sKV552q'",b'ffmgezwitscher',b'',"  MK hat klare Vorgaben, welchen Transferüberschuss er erzielen muss. Er ist jetzt schon… ",2022-02-14 11:08:01+00:00,0,11,8,MK has clear guidelines as to which transfer surplus he must achieve. He is already...,MK clear guidelines transfer surplus must achieve. He already...
1262,2022-02-14,b'@ffmgezwitscher @HansThalhoffer Das Wintertransferfenster ist niemals als vollwertiges zu bewerten - in Zeiten von\xe2\x80\xa6 https://t.co/p9Cj1qJHjJ',b'SGE_Unknown',b'',  Das Wintertransferfenster ist niemals als vollwertiges zu bewerten - in Zeiten von… ,2022-02-14 11:02:43+00:00,0,11,2,The winter transfer window can never be counted as a full-fledged one - in times of…,The winter transfer window never counted full-fledged one - times of…
1263,2022-02-14,b'Keine Durchschlagskraft in der Offensive\n#sge #sge4ever #laurakr\xc3\xbcger https://t.co/2AAXsB63pr',b'sge_bot',b'',"Keine Durchschlagskraft in der Offensive
sge sge4ever laurakrüger ",2022-02-14 11:00:25+00:00,0,11,0,"No penetrating power on the offensive
sge sge4ever laurakruger",No penetrating power offensive sge sge4ever laurakruger
1264,2022-02-14,b'3\xe2\x83\xa3x Ausw\xc3\xa4rts\n1\xe2\x83\xa3x L\xc3\xa4nderspielpause\nDie Woche in der \xc3\x9cbersicht \xf0\x9f\xa7\x90\xf0\x9f\x97\x93\xef\xb8\x8f\n#SGE https://t.co/yXuY135ZlC',b'Eintracht',"b'Frankfurt am Main, Deutschland'","3⃣x Auswärts
1⃣x Länderspielpause
Die Woche in der Übersicht 🧐🗓️
SGE ",2022-02-14 11:00:00+00:00,0,11,0,"3⃣x away
1⃣x international break
The week at a glance 🧐🗓️
SGE",3⃣x away 1⃣x international break The week glance 🧐🗓️ SGE
1265,2022-02-14,b'Wir vers\xc3\xbc\xc3\x9fen euch mit den Highlights vom 4:1-Sieg der #sgeU19 den Start in die neue Woche \xf0\x9f\xa5\xb0\n#SGE \nhttps://t.co/8Natikch5Z',b'eintracht_lz',b'Frankfurt am Main',"Wir versüßen euch mit den Highlights vom 4:1-Sieg der sgeU19 den Start in die neue Woche 🥰
SGE 
",2022-02-14 10:59:08+00:00,0,10,59,"We sweeten your start into the new week with the highlights of the 4:1 victory of the sgeU19 🥰
SGE",We sweeten start new week highlights 4:1 victory sgeU19 🥰 SGE
1266,2022-02-14,b'\xe2\x9a\xbd\xef\xb8\x8f Die #SGE hat mit der 7. #Bundesliga Niederlage am 22. Spieltag 2021/22 nun schon eine mehr als in der ganzen Vor\xe2\x80\xa6 https://t.co/XeT8XOh7OS',b'eintracht_stats',"b'Frankfurt am Main, Deutschland'",⚽️ Die SGE hat mit der 7. Bundesliga Niederlage am 22. Spieltag 2021/22 nun schon eine mehr als in der ganzen Vor… ,2022-02-14 10:55:46+00:00,0,10,55,"⚽️ With the 7th Bundesliga defeat on the 22nd matchday 2021/22, the SBU has already lost one more than in the whole previous…","⚽️ With 7th Bundesliga defeat 22nd matchday 2021/22, SBU already lost one whole previous…"
1267,2022-02-14,b'@HansThalhoffer Die SGE besitzt einen sehr guten Fernsch\xc3\xbctzen! Hrustic hat es schon mehrfach in der Australischen N\xe2\x80\xa6 https://t.co/Ra3XRbTMy0',b'Attila06529891',b'Gerne Island. ', Die SGE besitzt einen sehr guten Fernschützen! Hrustic hat es schon mehrfach in der Australischen N… ,2022-02-14 10:53:24+00:00,0,10,53,The SBU has a very good long-range shooter! Hrustic has made it to the Australian N...,The SBU good long-range shooter! Hrustic made Australian N...
1268,2022-02-14,b'Bericht: Knauff-Leihgeb\xc3\xbchr an Eins\xc3\xa4tze gekoppelt\n#sge #hr3ticker https://t.co/mcAap37cLI',b'sge_bot',b'',"Bericht: Knauff-Leihgebühr an Einsätze gekoppelt
sge hr3ticker ",2022-02-14 10:45:19+00:00,0,10,45,"Report: Knauff rental fee linked to stakes
sge hr3 ticker",Report: Knauff rental fee linked stakes sge hr3 ticker
1269,2022-02-14,b'\xe2\x80\x9eBild\xe2\x80\x9c: Leihgeb\xc3\xbchr f\xc3\xbcr Knauff an Eins\xc3\xa4tze gekoppelt \xe2\x80\x93 Gleicher Deal wie bei Arrey-Mbi\n#sge #tm https://t.co/OSr7ntwSdJ',b'sge_bot',b'',"„Bild“: Leihgebühr für Knauff an Einsätze gekoppelt – Gleicher Deal wie bei Arrey-Mbi
sge tm ",2022-02-14 10:45:18+00:00,0,10,45,"""Image"": Rental fee for Knauff linked to stakes - same deal as with Arrey-Mbi
sge tm","""Image"": Rental fee Knauff linked stakes - deal Arrey-Mbi sge tm"
1270,2022-02-14,b'@k4dbby sge sge thank u &lt;3',b'saintbyd',b'+63 | she/her', sge sge thank u &lt;3,2022-02-14 10:43:28+00:00,0,10,43,sge sge thank u &lt;3,sge sge thank u &lt;3
